46520,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
789586,12,2012-11-15,Host,4,Campo di Marte,3,2,Entire home,5,120,66,4.76,4.88,4.65,4.98,4.95,4.74,4.77,0.59,Firenze,Early Winter,1,private,"43.77611, 11.27172",2024-12-15
792117,2,2012-11-14,Host,10,Centro Storico,1,1,Private room,2,87,92,4.2,4.18,4.51,4.82,4.69,4.6,4.2,0.7,Firenze,Early Winter,1,private,"43.77945, 11.25338",2024-12-15
948526,49,2013-02-08,Superhost,4,Centro Storico,5,3,Entire home,5,171,314,4.87,4.91,4.83,4.93,4.97,4.92,4.83,2.47,Firenze,Early Winter,2,private,"43.77191, 11.2651",2024-12-15
951207,3,2013-01-28,Host,6,Campo di Marte,2,1,Entire home,4,150,29,4.38,4.75,4.55,4.69,4.61,4.24,4.24,0.22,Firenze,Early Winter,1,private,"43.76728, 11.28376",2024-12-15
954185,14,2013-01-19,Superhost,2,Centro Storico,3,2,Entire home,5,160,192,4.75,4.79,4.84,4.89,4.93,4.9,4.81,1.47,Firenze,Early Winter,1,private,"43.77755, 11.25403",2024-12-15
792963,1,2012-11-14,Host,10,Centro Storico,3,2,Private room,3,114,38,4.58,4.74,4.74,4.86,4.71,4.78,4.51,0.33,Firenze,Early Winter,1,private,"43.77749, 11.25253",2024-12-15
792968,13,2018-03-21,Host,2,Centro Storico,3,2,Entire home,3,134,25,4.69,4.65,4.92,4.88,4.88,4.96,4.58,0.24,Firenze,Early Winter,1,private,"43.7739, 11.24752",2024-12-15
954421,1,2013-02-22,Host,1,Centro Storico,2,1,Entire home,4,85,10,4.9,4.8,4.7,4.6,4.3,4.33,4.6,0.08,Firenze,Early Winter,2,private,"43.76767, 11.2431",2024-12-15
792969,1,2012-11-14,Host,10,Centro Storico,4,2,Private room,3,106,32,4.38,4.55,4.61,4.81,4.77,4.65,4.35,0.25,Firenze,Early Winter,1,shared,"43.77953, 11.25352",2024-12-15
798291,23,2012-11-20,Superhost,1,Centro Storico,3,2,Entire home,6,160,268,4.82,4.88,4.93,4.93,4.89,4.85,4.82,2.01,Firenze,Early Winter,2,private,"43.77838, 11.25357",2024-12-15
955696,35,2013-02-23,Superhost,5,Centro Storico,3,2,Entire home,6,200,247,4.91,4.96,4.94,4.96,4.97,4.94,4.89,1.92,Firenze,Early Winter,2,private,"43.76759, 11.25253",2024-12-15
957267,32,2011-09-20,Superhost,48,Centro Storico,4,2,Entire home,6,372,449,4.85,4.92,4.89,4.94,4.96,4.98,4.82,3.44,Firenze,Early Winter,2,private,"43.7716, 11.25656",2024-12-15
800948,39,2012-11-22,Superhost,1,Centro Storico,2,1,Entire home,4,171,335,4.8,4.87,4.78,4.92,4.97,4.93,4.78,2.57,Firenze,Early Winter,1,private,"43.76615, 11.25612",2024-12-15
959341,0,2013-02-25,Host,1,Centro Storico,2,1,Entire home,4,150,19,4.89,4.95,4.79,4.84,4.95,5,4.84,0.15,Firenze,Early Winter,2,private,"43.76617, 11.24689",2024-12-15
810417,21,2012-11-27,Superhost,1,Isolotto Legnaia,3,2,Entire home,4,92,123,4.82,4.88,4.96,4.88,4.83,4.7,4.78,0.95,Firenze,Early Winter,1,private,"43.77599, 11.22245",2024-12-15
812001,34,2012-11-28,Superhost,9,Centro Storico,3,2,Entire home,5,276,215,4.93,4.97,4.94,4.96,4.97,4.94,4.89,1.93,Firenze,Early Winter,2,private,"43.76811, 11.24994",2024-12-15
822952,0,2012-12-04,Host,1,Centro Storico,1,1,Entire home,2,150,149,4.84,4.77,4.89,4.91,4.95,4.96,4.84,1.19,Firenze,Early Winter,1,private,"43.75934, 11.25398",2024-12-15
831111,0,2011-12-22,Host,13,Gavinana Galluzzo,2,1,Entire home,2,120,1,1,1,2,4,2,1,1,0.01,Firenze,Early Winter,1,private,"43.7516, 11.23968",2024-12-15
964355,17,2013-02-27,Superhost,4,Centro Storico,1,1,Entire home,2,54,55,4.8,4.82,4.85,4.8,4.81,4.89,4.69,0.43,Firenze,Early Winter,1,private,"43.76491, 11.24544",2024-12-15
965858,2,2013-01-25,Host,3,Campo di Marte,1,1,Private room,2,107,3,4.67,4.67,4.67,4.67,5,4.67,4,0.06,Firenze,Early Winter,1,private,"43.78508, 11.27206",2024-12-15
967238,65,2013-02-09,Superhost,6,Centro Storico,1,1,Entire home,2,131,368,4.72,4.81,4.9,4.75,4.83,4.95,4.7,2.82,Firenze,Early Winter,1,private,"43.77147, 11.25768",2024-12-15
844812,0,2012-11-15,Host,160,Centro Storico,2,1,Entire home,4,297,4,4.75,4.5,4.5,4.75,4.75,5,4.5,0.2,Firenze,Early Winter,2,private,"43.76719, 11.24919",2024-12-15
967481,16,2012-09-09,Superhost,1,Centro Storico,1,1,Entire home,4,150,56,4.93,4.94,4.93,4.93,4.96,4.94,4.93,0.45,Firenze,Early Winter,2,private,"43.76883, 11.24711",2024-12-15
847504,17,2012-03-30,Superhost,2,Centro Storico,2,1,Entire home,3,71,78,4.77,4.73,4.6,4.92,4.87,4.88,4.72,0.58,Firenze,Early Winter,2,private,"43.77423, 11.26365",2024-12-15
968726,0,2012-12-02,Host,3,Centro Storico,1,1,Private room,2,55,47,4.77,4.89,4.77,4.96,4.96,4.91,4.73,0.47,Firenze,Early Winter,1,private,"43.76855, 11.26594",2024-12-15
851013,7,2012-12-19,Superhost,3,Centro Storico,1,1,Private room,2,50,39,4.69,4.79,4.19,4.97,4.97,4.92,4.79,0.46,Firenze,Early Winter,1,shared,"43.77335, 11.25991",2024-12-15
972326,0,2013-03-04,Host,3,Centro Storico,2,1,Entire home,2,44,5,4.2,4.4,4.2,4.8,4,4.8,4,0.04,Firenze,Early Winter,1,private,"43.7753, 11.24632",2024-12-15
972668,0,2013-03-04,Host,3,Centro Storico,3,2,Entire home,4,111,2,5,5,5,4,4.5,4,4.5,0.02,Firenze,Early Winter,1,private,"43.77443, 11.24554",2024-12-15
857987,1,2012-06-20,Host,16,Centro Storico,1,1,Private room,3,205,132,4.44,4.4,4.51,4.75,4.83,4.73,4.53,1.01,Firenze,Early Winter,1,private,"43.77604, 11.25313",2024-12-15
974560,22,2013-03-05,Superhost,2,Centro Storico,2,1,Entire home,4,116,194,4.89,4.9,4.94,4.88,4.93,4.95,4.9,1.49,Firenze,Early Winter,1,private,"43.77324, 11.2637",2024-12-15
974817,0,2013-03-04,Host,3,Centro Storico,5,3,Entire home,8,187,2,5,5,5,5,5,4.5,5,0.02,Firenze,Early Winter,2,private,"43.7734, 11.24471",2024-12-15
859292,14,2012-12-26,Host,1,Centro Storico,1,1,Entire home,2,85,79,4.6,4.66,4.7,4.75,4.87,4.91,4.57,0.61,Firenze,Early Winter,1,private,"43.77069091796875, 11.250544548034668",2024-12-15
977277,58,2012-11-28,Superhost,9,Centro Storico,2,1,Entire home,4,140,382,4.93,4.93,4.95,4.95,4.97,4.99,4.88,3.63,Firenze,Early Winter,1,private,"43.77268, 11.25397",2024-12-15
977369,36,2012-11-28,Superhost,9,Centro Storico,1,1,Entire home,2,120,294,4.9,4.9,4.95,4.96,4.96,4.99,4.87,2.74,Firenze,Early Winter,1,private,"43.76941, 11.25496",2024-12-15
862287,0,2012-12-16,Host,1,Rifredi,1,1,Entire home,2,70,32,4.61,4.81,4.77,4.58,4.63,4,4.61,0.25,Firenze,Early Winter,2,private,"43.79512, 11.16823",2024-12-15
979819,11,2013-03-07,Superhost,4,Centro Storico,2,1,Entire home,3,155,20,4.95,4.95,4.85,4.95,4.9,4.95,4.85,0.7,Firenze,Early Winter,1,private,"43.76585, 11.24512",2024-12-15
862480,0,2012-11-15,Host,160,Centro Storico,2,1,Entire home,4,250,7,4.43,4.57,4.57,4.86,4.71,4.71,4.43,0.05,Firenze,Early Winter,1,private,"43.77089, 11.261",2024-12-15
979828,12,2013-03-07,Superhost,4,Centro Storico,2,1,Entire home,4,134,20,4.9,4.9,4.7,4.95,5,4.7,4.75,0.27,Firenze,Early Winter,1,private,"43.76446, 11.24574",2024-12-15
1086581,8,2013-04-14,Host,7,Centro Storico,4,2,Entire home,5,193,27,4.78,4.89,4.85,4.88,4.78,4.76,4.73,0.21,Firenze,Early Winter,1,private,"43.784721, 11.241201",2024-12-15
980234,47,2012-07-20,Host,1,Centro Storico,5,3,Entire home,3,139,526,4.19,4.48,4.03,4.59,4.56,4.65,4.26,4.13,Firenze,Early Winter,1,private,"43.77712769062199, 11.240549793925926",2024-12-15
1086689,37,2011-09-27,Superhost,6,Centro Storico,4,2,Entire home,5,185,233,4.92,4.94,4.94,4.95,4.92,4.93,4.85,2.23,Firenze,Early Winter,1,private,"43.77453, 11.26044",2024-12-15
981019,26,2013-03-08,Superhost,1,Centro Storico,1,1,Entire home,2,100,185,4.81,4.89,4.84,4.91,4.92,4.94,4.76,1.48,Firenze,Early Winter,1,private,"43.76766, 11.25167",2024-12-15
1090833,16,2013-02-05,Superhost,2,Centro Storico,2,1,Entire home,6,450,154,4.99,4.99,4.99,4.97,4.99,5,4.91,1.2,Firenze,Early Winter,3,private,"43.76868, 11.25316",2024-12-15
983366,1,2013-03-09,Host,3,Centro Storico,8,3,Entire home,7,137,64,4.53,4.67,4.34,4.84,4.76,4.94,4.66,0.49,Firenze,Early Winter,2,private,"43.77002, 11.25717",2024-12-15
1091533,4,2013-04-19,Host,3,Centro Storico,2,1,Entire home,4,100,21,4.95,4.9,4.76,5,4.9,5,4.9,0.27,Firenze,Early Winter,1,private,"43.76365, 11.25967",2024-12-15
983657,59,2017-12-28,Superhost,19,Centro Storico,1,1,Private room,2,44,373,4.8,4.85,4.84,4.96,4.96,4.65,4.82,2.86,Firenze,Early Winter,1,private,"43.77936, 11.23999",2024-12-15
1094826,6,2013-04-19,Host,4,Rifredi,1,1,Private room,2,30,118,4.51,4.67,4.16,4.87,4.88,4.56,4.6,0.91,Firenze,Early Winter,1,shared,"43.7858, 11.25113",2024-12-15
985180,0,2012-08-20,Host,127,Centro Storico,2,1,Entire home,4,400,41,4.68,4.67,4.83,4.71,4.78,4.95,4.65,0.35,Firenze,Early Winter,2,private,"43.76634, 11.25177",2024-12-15
1097100,25,2012-12-25,Superhost,1,Centro Storico,1,1,Entire home,6,96,47,4.7,4.85,4.87,4.77,4.89,4.6,4.68,0.36,Firenze,Early Winter,1,private,"43.76346, 11.24288",2024-12-15
1103234,63,2013-04-03,Superhost,3,Centro Storico,2,1,Entire home,3,77,569,4.85,4.93,4.87,4.96,4.95,4.92,4.85,4.4,Firenze,Early Winter,1,private,"43.77196, 11.26362",2024-12-15
989148,2,2013-03-12,Superhost,7,Centro Storico,1,,Entire home,4,238,57,4.81,4.62,4.91,4.96,4.93,4.96,4.56,0.44,Firenze,Early Winter,1,private,"43.77014, 11.25045",2024-12-15
991918,4,2017-12-28,Superhost,19,Centro Storico,4,2,Entire home,6,180,25,4.68,4.72,4.6,4.84,4.92,4.64,4.6,0.19,Firenze,Early Winter,3,private,"43.78081, 11.2402",2024-12-15
1108763,16,2013-02-27,Superhost,4,Centro Storico,1,1,Entire home,2,72,50,4.82,4.82,4.88,4.84,4.72,4.98,4.74,0.39,Firenze,Early Winter,2,private,"43.76451, 11.24497",2024-12-15
995028,26,2019-01-21,Host,59,Centro Storico,1,1,Entire home,2,52,265,4.4,4.49,4.71,4.65,4.58,4.91,4.52,2.03,Firenze,Early Winter,1,private,"43.77120971679688, 11.256562232971191",2024-12-15
1112701,19,2012-10-14,Superhost,4,Centro Storico,2,1,Entire home,4,157,127,4.82,4.83,4.77,4.85,4.87,4.92,4.79,0.98,Firenze,Early Winter,1,private,"43.76533, 11.25817",2024-12-15
998704,0,2013-03-16,Host,2,Rifredi,1,1,Entire home,2,70,27,4.81,4.62,4.85,5,4.96,4.65,4.81,0.22,Firenze,Early Winter,1,private,"43.79022, 11.25304",2024-12-15
1116156,0,2013-04-28,Host,2,Campo di Marte,4,2,Entire home,7,100,71,4.34,4.51,4.38,4.44,4.46,4.22,4.26,0.62,Firenze,Early Winter,1,private,"43.79252, 11.26684",2024-12-15
999365,44,2017-12-28,Superhost,19,Centro Storico,2,1,Private room,2,39,251,4.71,4.78,4.72,4.9,4.94,4.57,4.7,1.94,Firenze,Early Winter,1,private,"43.77975, 11.24028",2024-12-15
1125472,12,2011-10-09,Superhost,5,Centro Storico,2,1,Private room,3,149,17,4.76,4.76,4.47,5,4.82,5,4.65,0.16,Firenze,Early Winter,1,shared,"43.77109, 11.25798",2024-12-15
1000706,0,2013-03-17,Host,1,Gavinana Galluzzo,1,1,Private room,1,108,46,4.4,4.44,4.24,4.64,4.62,4.18,4.38,0.36,Firenze,Early Winter,1,shared,"43.75536, 11.28939",2024-12-15
1126162,20,2013-05-01,Host,6,Centro Storico,1,1,Entire home,4,80,202,4.76,4.88,4.77,4.85,4.87,4.93,4.79,1.57,Firenze,Early Winter,3,private,"43.76878, 11.24888",2024-12-15
1003212,9,2013-03-18,Host,10,Centro Storico,5,3,Entire home,6,165,61,4.66,4.72,4.8,4.85,4.83,4.92,4.66,0.47,Firenze,Early Winter,2,private,"43.77112, 11.24316",2024-12-15
1009035,70,2012-07-27,Host,12,Centro Storico,2,1,Entire home,3,150,726,4.85,4.87,4.81,4.94,4.95,4.98,4.83,5.57,Firenze,Early Winter,1,private,"43.76988, 11.25262",2024-12-15
1136735,9,2012-07-27,Superhost,5,Centro Storico,2,1,Entire home,3,200,248,4.84,4.91,4.91,4.88,4.96,4.89,4.81,1.95,Firenze,Early Winter,1,private,"43.76975, 11.2453",2024-12-15
1139013,18,2013-05-06,Superhost,1,Centro Storico,4,2,Entire home,4,82,115,4.89,4.88,4.96,4.92,4.89,4.87,4.95,0.9,Firenze,Early Winter,1,private,"43.76296, 11.24392",2024-12-15
1010958,34,2013-03-21,Host,2,Centro Storico,2,1,Entire home,2,93,372,4.58,4.64,4.79,4.78,4.82,4.81,4.59,2.86,Firenze,Early Winter,1,private,"43.77714920043945, 11.253080368041992",2024-12-15
1149012,0,2012-07-27,Host,12,Centro Storico,1,1,Entire home,4,150,178,4.77,4.8,4.88,4.89,4.91,4.94,4.8,1.38,Firenze,Early Winter,1,private,"43.76738, 11.25255",2024-12-15
1149459,3,2013-05-09,Host,2,Centro Storico,1,1,Entire home,2,54,59,4.44,4.41,4.39,4.76,4.69,4.9,4.39,0.46,Firenze,Early Winter,1,private,"43.76922, 11.26052",2024-12-15
1012904,0,2013-03-22,Superhost,18,Centro Storico,1,1,Entire home,2,80,29,4.5,4.45,4.41,4.52,4.45,5,4.45,0.23,Firenze,Early Winter,1,private,"43.77482, 11.25873",2024-12-15
1015270,11,2013-01-02,Host,10,Gavinana Galluzzo,5,3,Entire home,8,273,48,4.58,4.56,4.29,4.83,4.71,4.65,4.43,0.43,Firenze,Early Winter,3,private,"43.75432, 11.29922",2024-12-15
1152231,23,2013-05-10,Host,2,Gavinana Galluzzo,1,1,Entire home,2,95,228,4.15,4.4,4.18,4.57,4.49,4.4,4.32,1.83,Firenze,Early Winter,2,private,"43.75099, 11.26475",2024-12-15
1017656,37,2013-03-27,Superhost,4,Centro Storico,2,1,Entire home,4,113,315,4.85,4.9,4.9,4.92,4.84,4.96,4.8,2.44,Firenze,Early Winter,1,private,"43.769047, 11.259574",2024-12-15
1155608,0,2013-05-11,Host,1,Centro Storico,2,1,Entire home,3,62,66,4.72,4.73,4.84,4.91,4.92,4.91,4.69,0.51,Firenze,Early Winter,1,private,"43.76484, 11.24504",2024-12-15
1023515,6,2013-03-15,Superhost,7,Isolotto Legnaia,4,2,Entire home,6,141,79,4.89,4.85,4.85,4.82,4.89,4.67,4.72,0.99,Firenze,Early Winter,1,private,"43.76726, 11.23784",2024-12-15
1023595,32,2013-03-15,Superhost,7,Campo di Marte,1,1,Entire home,8,140,169,4.89,4.92,4.92,4.99,4.96,4.54,4.8,1.62,Firenze,Early Winter,2,private,"43.76759, 11.28741",2024-12-15
1158409,1,2012-05-28,Host,1,Rifredi,3,2,Entire home,4,90,204,4.69,4.84,4.64,4.72,4.84,4.44,4.67,1.61,Firenze,Early Winter,2,private,"43.78415, 11.24711",2024-12-15
1029108,16,2013-03-28,Superhost,3,Centro Storico,5,3,Entire home,6,191,204,4.93,4.92,4.99,4.96,4.99,4.98,4.93,1.58,Firenze,Early Winter,2,private,"43.77579, 11.25545",2024-12-15
1030966,8,2010-06-07,Host,6,Centro Storico,1,1,Hotel room,2,73,111,4.86,4.77,4.88,4.83,4.88,4.74,4.77,0.85,Firenze,Early Winter,1,private,"43.76116, 11.24194",2024-12-15
1168943,95,2013-05-15,Host,5,Centro Storico,2,1,Private room,4,39,612,4.6,4.69,4.68,4.84,4.81,4.91,4.67,4.79,Firenze,Early Winter,1,private,"43.77721, 11.25876",2024-12-15
1033613,86,2012-10-11,Superhost,2,Centro Storico,1,1,Entire home,4,97,382,4.79,4.82,4.85,4.9,4.93,4.88,4.78,3.03,Firenze,Early Winter,1,private,"43.775276, 11.246008",2024-12-15
1168971,60,2013-05-15,Host,5,Centro Storico,2,1,Private room,3,38,422,4.59,4.74,4.75,4.82,4.84,4.92,4.66,3.63,Firenze,Early Winter,1,private,"43.77729, 11.25883",2024-12-15
1169634,2,2012-10-20,Host,4,Centro Storico,4,2,Entire home,5,421,11,4.55,5,4.64,5,5,5,4.55,0.1,Firenze,Early Winter,2,private,"43.76718, 11.24831",2024-12-15
1035657,0,2013-03-09,Host,3,Centro Storico,2,1,Entire home,4,85,11,4.73,4.64,4.55,4.91,4.82,4.82,4.73,0.09,Firenze,Early Winter,1,private,"43.76043, 11.24279",2024-12-15
1171095,17,2013-05-15,Superhost,3,Campo di Marte,7,3,Entire home,10,131,147,4.74,4.77,4.86,4.85,4.86,4.54,4.7,1.15,Firenze,Early Winter,3,private,"43.765811920166016, 11.28070831298828",2024-12-15
1039378,1,2013-04-01,Host,1,Isolotto Legnaia,3,2,Entire home,4,85,30,4.7,4.81,5,4.9,4.97,4.45,4.74,0.23,Firenze,Early Winter,1,private,"43.76404, 11.21629",2024-12-15
1172727,58,2013-03-22,Superhost,18,Centro Storico,2,1,Entire home,4,169,326,4.87,4.93,4.87,4.86,4.86,4.96,4.81,2.57,Firenze,Early Winter,1,private,"43.77494, 11.2571",2024-12-15
1043949,6,2013-04-03,Host,1,Gavinana Galluzzo,1,1,Entire home,2,80,122,4.66,4.77,4.65,4.82,4.77,4.64,4.67,0.96,Firenze,Early Winter,1,private,"43.74163, 11.27289",2024-12-15
1172945,74,2013-03-22,Superhost,18,Centro Storico,2,1,Entire home,4,148,385,4.76,4.86,4.87,4.84,4.82,4.96,4.82,3.02,Firenze,Early Winter,1,private,"43.77347, 11.25658",2024-12-15
1173724,0,2013-05-16,Host,3,Rifredi,2,1,Private room,2,95,36,4.92,4.91,4.97,4.94,4.91,4.67,4.94,0.31,Firenze,Early Winter,1,private,"43.78579, 11.26164",2024-12-15
1053434,50,2012-11-07,Host,3,Centro Storico,2,1,Entire home,3,53,547,4.49,4.61,4.59,4.88,4.87,4.88,4.6,4.21,Firenze,Early Winter,1,private,"43.76845, 11.26277",2024-12-15
1057727,19,2019-01-21,Host,59,Centro Storico,2,1,Entire home,4,240,149,4.29,4.45,4.55,4.59,4.6,4.9,4.38,1.15,Firenze,Early Winter,1,private,"43.76823043823242, 11.257267951965332",2024-12-15
1058947,14,2012-02-20,Superhost,4,Centro Storico,3,2,Entire home,4,167,82,4.92,4.95,4.98,4.95,4.9,4.93,4.89,0.63,Firenze,Early Winter,2,private,"43.77235, 11.24586",2024-12-15
1175751,76,2013-05-17,Superhost,3,Centro Storico,2,1,Entire home,4,47,546,4.66,4.78,4.74,4.83,4.72,4.81,4.7,4.28,Firenze,Early Winter,2,private,"43.76374, 11.26201",2024-12-15
1185874,35,2013-05-20,Superhost,1,Campo di Marte,1,1,Entire home,2,56,56,4.8,4.89,4.86,4.91,4.95,4.73,4.77,0.44,Firenze,Early Winter,1,private,"43.78244, 11.27653",2024-12-15
1061854,22,2013-04-09,Superhost,3,Centro Storico,3,2,Entire home,4,148,123,4.97,4.97,5,5,5,4.98,4.94,1,Firenze,Early Winter,2,private,"43.76876898260668, 11.26297236894318",2024-12-15
1189665,44,2013-05-20,Superhost,2,Centro Storico,2,1,Entire home,4,139,87,4.74,4.76,4.62,4.94,4.98,4.82,4.68,0.68,Firenze,Early Winter,1,private,"43.76186, 11.24474",2024-12-15
1063025,2,2013-04-09,Host,2,Gavinana Galluzzo,2,1,Private room,2,90,23,4.87,4.86,4.95,4.95,4.95,4.59,4.91,0.19,Firenze,Early Winter,1,private,"43.75364, 11.24287",2024-12-15
1066651,23,2012-08-20,Host,127,Centro Storico,2,1,Entire home,4,98,180,4.52,4.58,4.4,4.68,4.68,4.93,4.55,1.39,Firenze,Early Winter,1,private,"43.7664, 11.25431",2024-12-15
1072296,30,2013-04-14,Superhost,2,Centro Storico,3,2,Entire home,5,151,366,4.64,4.74,4.65,4.87,4.92,4.91,4.66,2.84,Firenze,Early Winter,1,private,"43.76722, 11.2464",2024-12-15
1192914,0,2013-05-22,Host,1,Campo di Marte,3,2,Entire home,3,79,408,4.62,4.7,4.52,4.91,4.93,4.69,4.66,3.18,Firenze,Early Winter,1,private,"43.78396, 11.26063",2024-12-15
1076461,3,2013-04-14,Host,7,Centro Storico,6,3,Entire home,6,136,31,4.9,4.94,5,5,5,4.77,4.93,0.24,Firenze,Early Winter,1,private,"43.785046, 11.241426",2024-12-15
1079923,30,2013-04-15,Superhost,1,Centro Storico,3,2,Entire home,5,110,191,4.91,4.93,4.95,4.97,4.98,4.9,4.89,1.49,Firenze,Early Winter,2,private,"43.77188, 11.26807",2024-12-15
1193632,30,2011-01-18,Superhost,10,Centro Storico,1,1,Entire home,2,92,358,4.88,4.86,4.86,4.91,4.95,4.97,4.8,2.82,Firenze,Early Winter,1,private,"43.77327, 11.25835",2024-12-15
1195805,17,2013-05-23,Superhost,3,Campo di Marte,1,1,Private room,2,40,281,4.96,4.96,4.94,5,4.99,4.68,4.92,2.21,Firenze,Early Winter,1,shared,"43.77341, 11.29453",2024-12-15
1080048,0,2013-04-15,Host,1,Centro Storico,1,1,Entire home,3,75,593,4.61,4.8,4.6,4.66,4.76,4.92,4.72,4.59,Firenze,Early Winter,1,private,"43.77363, 11.25082",2024-12-15
1080199,44,2013-04-11,Superhost,2,Centro Storico,4,2,Entire home,7,279,354,4.81,4.83,4.79,4.93,4.93,4.95,4.8,2.75,Firenze,Early Winter,2,private,"43.77644, 11.25994",2024-12-15
1199608,7,2013-05-24,Superhost,1,Centro Storico,1,1,Entire home,2,154,47,4.85,4.91,4.96,4.84,4.93,4.89,4.74,0.37,Firenze,Early Winter,1,private,"43.768379, 11.241025",2024-12-15
1371627,31,2013-07-14,Superhost,21,Centro Storico,2,1,Entire home,4,304,330,4.95,4.98,4.98,4.99,4.98,4.99,4.9,2.62,Firenze,Early Winter,3,private,"43.77074, 11.25212",2024-12-15
1372290,1,2013-07-12,Host,37,Centro Storico,2,1,Entire home,4,141,35,4.65,4.63,4.83,4.69,4.49,4.34,4.71,0.3,Firenze,Early Winter,1,private,"43.77022, 11.26796",2024-12-15
1207087,42,2011-10-27,Host,4,Centro Storico,6,3,Entire home,6,162,384,4.59,4.78,4.72,4.84,4.85,4.93,4.64,3.17,Firenze,Early Winter,2,private,"43.77301, 11.26316",2024-12-15
1373059,10,2013-07-12,Host,37,Centro Storico,3,2,Entire home,5,133,28,4.64,4.86,4.68,4.89,4.93,4.79,4.43,0.23,Firenze,Early Winter,1,private,"43.77045, 11.26797",2024-12-15
1373115,3,2013-07-12,Host,37,Centro Storico,1,,Entire home,4,133,82,4.72,4.84,4.81,4.74,4.71,4.69,4.59,0.66,Firenze,Early Winter,1,private,"43.77045, 11.26797",2024-12-15
1373169,2,2013-07-12,Host,37,Centro Storico,3,2,Entire home,4,133,10,4.33,4.7,4.8,4.8,4.5,4.2,4.2,0.08,Firenze,Early Winter,1,private,"43.77044, 11.26788",2024-12-15
1374538,5,2013-07-12,Host,1,Centro Storico,1,1,Entire home,3,150,124,4.97,4.93,4.97,4.99,4.98,4.88,4.9,1,Firenze,Early Winter,2,private,"43.77148, 11.26388",2024-12-15
1211606,7,2013-05-28,Host,8,Centro Storico,1,1,Private room,1,34,64,4.68,4.68,4.57,4.84,4.75,4.9,4.71,0.5,Firenze,Early Winter,2,shared,"43.77203, 11.25935",2024-12-15
1376740,0,2013-07-13,Host,3,Rifredi,3,2,Private room,2,40,146,4.85,4.86,4.88,4.95,4.94,4.46,4.76,1.24,Firenze,Early Winter,1,shared,"43.79264, 11.22029",2024-12-15
1214687,12,2013-05-29,Host,3,Centro Storico,1,1,Entire home,2,120,32,4.73,4.82,4.94,4.94,4.94,4.88,4.7,0.27,Firenze,Early Winter,1,private,"43.77137, 11.25585",2024-12-15
1215278,15,2013-05-29,Host,2,Gavinana Galluzzo,2,1,Entire home,2,88,30,4.7,4.77,4.77,4.83,4.87,4.73,4.73,0.53,Firenze,Early Winter,1,private,"43.76149, 11.28514",2024-12-15
1449583,0,2013-07-28,Host,1,Centro Storico,1,1,Private room,2,150,70,4.64,4.73,4.87,4.83,4.9,4.8,4.59,0.75,Firenze,Early Winter,1,private,"43.76538, 11.24245",2024-12-15
1219319,2,2010-10-29,Superhost,28,Centro Storico,1,1,Entire home,5,156,80,4.78,4.89,4.89,4.81,4.78,4.93,4.76,0.63,Firenze,Early Winter,1,private,"43.76504, 11.24592",2024-12-15
1221910,4,2010-10-29,Superhost,28,Centro Storico,6,3,Entire home,9,274,119,4.8,4.74,4.8,4.79,4.76,4.91,4.76,0.94,Firenze,Early Winter,2,private,"43.76466, 11.24624",2024-12-15
1462943,5,2013-02-28,Superhost,14,Gavinana Galluzzo,1,1,Entire home,2,150,59,4.9,4.9,4.85,4.9,4.93,4.84,4.75,0.5,Firenze,Early Winter,1,private,"43.73192, 11.21062",2024-12-15
1472062,9,2011-06-06,Superhost,6,Centro Storico,1,1,Entire home,2,136,154,4.92,4.98,4.86,4.92,4.96,4.97,4.92,1.25,Firenze,Early Winter,1,private,"43.7705, 11.24995",2024-12-15
1226715,27,2013-01-06,Superhost,14,Centro Storico,3,2,Entire home,5,163,112,4.95,4.96,4.94,4.96,4.99,4.95,4.89,0.9,Firenze,Early Winter,1,private,"43.77482, 11.25249",2024-12-15
1228121,3,2013-01-23,Superhost,2,Isolotto Legnaia,2,1,Entire home,3,119,34,4.97,4.97,4.88,5,4.97,4.65,4.85,0.27,Firenze,Early Winter,1,private,"43.76959, 11.23383",2024-12-15
1474636,1,2012-05-24,Superhost,17,Centro Storico,2,1,Entire home,2,150,369,4.9,4.88,4.91,4.91,4.94,4.99,4.86,2.93,Firenze,Early Winter,1,private,"43.77345, 11.25932",2024-12-15
1231263,57,2013-06-03,Superhost,7,Centro Storico,1,1,Entire home,4,184,328,4.92,4.94,4.96,4.92,4.94,4.96,4.9,2.82,Firenze,Early Winter,1,private,"43.77078, 11.25616",2024-12-15
1239254,38,2011-09-19,Host,6,Gavinana Galluzzo,1,1,Entire home,2,70,197,4.51,4.65,4.7,4.8,4.82,4.51,4.47,1.54,Firenze,Early Winter,1,private,"43.76313, 11.27835",2024-12-15
1481584,1,2013-08-03,Superhost,7,Centro Storico,2,1,Entire home,4,149,3,5,5,5,5,5,4.67,4.67,0.03,Firenze,Early Winter,1,private,"43.75913, 11.24997",2024-12-15
1243330,0,2013-05-25,Host,5,Campo di Marte,2,1,Private room,2,93,25,4.76,4.76,4.84,4.96,4.92,4.56,4.76,0.22,Firenze,Early Winter,1,private,"43.78422, 11.27733",2024-12-15
